sample_id,engine_temp,battery_voltage,rpm,tire_pressure_fl,tire_pressure_fr,tire_pressure_rl,tire_pressure_rr,oil_pressure,coolant_temp,fuel_level,label,label_name
886,85.11,12.92,1135,33.5,30.5,32.9,34.8,48.64,82.57,22.9,0,Normal
887,97.82,12.46,4324,40.0,33.7,32.4,35.0,33.18,101.31,7.5,1,Warning
888,75.4,14.14,1197,31.4,33.4,29.7,29.5,35.9,93.33,44.9,0,Normal
889,86.98,13.47,1923,31.7,31.5,31.7,29.6,37.71,90.6,55.7,0,Normal
890,99.38,11.81,4799,24.7,33.7,35.1,35.5,24.46,100.68,15.3,1,Warning
891,94.46,12.09,4622,27.4,32.5,34.1,34.2,33.55,106.13,11.2,1,Warning
892,79.84,14.48,766,31.2,31.2,31.7,33.8,43.67,84.21,71.6,0,Normal
893,86.89,13.21,1903,29.8,33.0,30.3,33.8,37.49,94.52,74.8,0,Normal
894,80.92,13.78,2108,29.9,35.1,31.5,32.0,42.2,86.07,76.2,0,Normal
895,101.05,12.02,3891,24.0,33.0,35.6,35.1,24.83,97.84,8.2,1,Warning
896,84.54,14.39,872,35.0,29.4,31.4,29.9,51.77,79.64,96.2,0,Normal
897,101.8,11.92,4560,24.6,34.1,33.6,35.1,33.6,99.34,14.6,1,Warning
898,88.68,13.94,1639,31.0,32.0,29.7,32.2,36.51,75.08,94.5,0,Normal
899,91.77,12.94,2963,30.2,31.0,31.9,31.3,62.94,94.15,90.0,0,Normal
900,76.12,14.09,2331,35.4,29.8,31.1,31.5,58.91,90.75,96.9,0,Normal
901,99.16,12.32,4789,24.4,34.1,30.8,33.4,27.8,103.29,17.4,1,Warning
902,131.33,11.58,6208,21.0,21.1,29.8,34.8,15.98,124.93,2.0,2,Critical
903,81.96,13.7,3312,32.3,30.4,31.6,31.8,39.59,78.26,74.8,0,Normal
904,86.32,13.8,862,35.3,29.2,30.7,30.0,62.19,78.96,92.9,0,Normal
905,120.13,11.79,5439,20.3,34.3,35.2,32.6,13.41,133.51,7.5,2,Critical
906,110.73,10.86,5040,15.0,20.3,30.1,33.1,5.74,109.86,3.5,2,Critical
907,81.67,14.35,2279,29.0,29.3,33.8,32.9,35.93,89.87,88.2,0,Normal
908,87.33,13.52,727,30.1,35.5,29.7,33.4,62.73,80.31,78.0,0,Normal
909,97.35,12.26,3689,40.9,31.3,30.4,31.1,31.38,103.86,15.5,1,Warning
910,86.21,14.36,1975,32.2,35.6,35.7,35.7,63.66,84.25,36.8,0,Normal
911,115.72,11.62,5172,20.5,15.5,33.4,31.0,7.76,132.05,4.6,2,Critical
912,93.47,12.02,4291,37.5,33.5,33.4,32.1,34.57,102.02,17.6,1,Warning
913,93.61,12.21,4099,23.4,28.9,34.4,33.0,23.31,99.44,7.1,1,Warning
914,87.83,12.7,1957,30.4,30.3,32.2,31.0,62.86,93.15,84.2,0,Normal
915,84.67,13.08,2640,34.7,32.3,35.9,35.2,41.89,90.74,68.1,0,Normal
916,81.53,14.36,1032,36.0,31.7,33.5,35.8,37.02,93.46,65.4,0,Normal
917,99.67,12.38,4618,39.6,32.2,31.3,28.7,23.64,105.12,5.4,1,Warning
918,94.54,12.26,3966,40.2,33.0,34.2,33.6,28.01,104.26,15.0,1,Warning
919,127.36,11.49,5011,20.8,17.0,29.4,31.9,17.87,122.02,6.1,2,Critical
920,96.13,11.98,4427,39.0,32.4,35.5,34.4,24.41,106.6,17.7,1,Warning
921,101.8,11.97,3550,27.2,35.8,35.7,33.1,33.63,101.38,16.8,1,Warning
922,87.98,13.09,2064,30.6,31.7,35.8,33.9,64.63,85.81,39.1,0,Normal
923,86.37,13.37,1898,33.9,29.4,32.8,32.8,61.49,94.65,83.7,0,Normal
924,82.52,13.91,3031,32.9,33.9,34.2,33.7,61.11,79.17,59.9,0,Normal
925,125.45,10.21,6402,19.9,21.8,33.8,34.4,6.33,119.59,6.2,2,Critical
926,88.13,13.6,3450,33.8,29.7,30.4,34.8,69.89,76.97,28.0,0,Normal
927,77.91,13.85,671,30.1,35.3,36.0,32.4,52.34,90.47,22.9,0,Normal
928,90.0,12.58,2736,31.0,32.2,32.7,30.8,57.82,88.87,26.8,0,Normal
929,130.62,10.88,5388,14.5,29.6,30.3,35.8,9.78,130.24,0.2,2,Critical
930,96.38,12.15,3550,27.6,33.9,30.3,32.8,32.41,97.08,19.4,1,Warning
931,96.76,12.38,4753,24.5,34.5,31.9,28.7,32.22,100.89,8.1,1,Warning
932,96.41,12.1,3623,41.1,30.5,32.5,29.9,23.66,103.96,7.0,1,Warning
933,107.4,11.61,6167,14.3,34.5,32.3,29.8,15.06,134.96,1.4,2,Critical
934,86.36,13.25,2394,29.3,32.2,32.7,30.5,39.89,78.77,47.5,0,Normal
935,86.52,14.08,3064,35.9,33.7,34.4,32.5,66.95,87.88,90.7,0,Normal
936,76.44,13.52,1907,34.3,32.3,31.4,30.8,44.74,93.56,33.2,0,Normal
937,93.14,12.39,4414,25.8,33.0,31.5,34.9,25.41,103.65,8.7,1,Warning
938,91.05,13.05,675,30.7,31.6,31.5,32.7,65.91,80.85,61.7,0,Normal
939,97.74,12.08,4087,27.3,34.8,34.7,29.6,25.49,103.15,14.8,1,Warning
940,116.16,10.56,5531,16.1,14.6,31.2,30.0,11.21,132.98,2.1,2,Critical
941,98.99,11.97,4103,27.2,30.9,35.9,35.3,22.44,102.36,6.0,1,Warning
942,81.66,13.61,1274,30.6,31.7,33.7,33.8,69.16,79.05,51.4,0,Normal
943,102.35,11.98,4710,39.9,35.1,33.8,34.3,22.93,104.5,17.1,1,Warning
944,75.02,12.55,2601,31.9,34.9,30.2,29.1,48.58,89.72,97.7,0,Normal
945,128.56,10.5,5936,14.0,33.4,33.8,33.5,6.08,119.2,4.9,2,Critical
946,110.48,11.28,5822,18.4,34.5,31.5,35.5,11.29,111.8,1.3,2,Critical
947,108.42,11.27,6388,17.0,34.1,32.3,30.2,18.01,130.29,5.7,2,Critical
948,80.34,13.54,1993,34.0,34.1,34.1,30.4,50.72,91.22,50.5,0,Normal
949,119.53,10.8,5661,18.2,18.6,29.4,31.6,20.04,129.56,0.9,2,Critical
950,98.64,11.96,4585,37.8,32.4,31.9,34.8,31.48,106.51,16.0,1,Warning
951,86.3,12.57,1399,29.7,30.3,33.5,33.4,49.74,76.8,54.7,0,Normal
952,100.48,12.45,3878,25.6,33.5,34.0,34.2,29.02,102.43,15.8,1,Warning
953,90.93,13.01,2025,30.2,29.4,29.6,34.1,65.24,77.87,43.1,0,Normal
954,103.42,11.99,4253,37.3,30.6,29.7,35.1,25.46,107.69,12.4,1,Warning
955,102.06,11.96,4541,27.1,31.4,29.4,34.5,25.39,107.32,19.6,1,Warning
956,111.58,11.22,4930,22.9,31.7,31.0,31.3,17.21,113.6,2.1,2,Critical
957,80.2,13.74,2803,29.9,34.5,35.6,34.1,50.44,92.53,62.2,0,Normal
958,84.93,13.8,844,31.9,29.3,32.5,31.3,40.06,77.07,67.0,0,Normal
959,114.29,11.75,4928,15.1,34.4,30.1,32.4,19.29,117.55,1.5,2,Critical
960,88.39,13.27,3441,35.2,31.1,34.4,31.4,56.22,88.17,86.4,0,Normal
961,79.44,13.83,3062,30.1,34.9,29.1,32.1,51.52,82.48,66.9,0,Normal
962,78.48,12.89,3151,30.0,33.1,31.6,31.1,58.71,94.19,82.2,0,Normal
963,81.99,13.83,1924,34.3,29.2,30.0,33.3,43.14,88.32,48.1,0,Normal
964,94.38,11.91,3767,38.9,32.8,35.7,34.1,30.39,104.93,15.8,1,Warning
965,97.91,12.14,4091,27.1,35.3,35.7,29.4,25.19,103.49,7.1,1,Warning
966,82.63,13.87,3180,31.1,35.8,34.9,33.6,48.72,89.22,85.3,0,Normal
967,81.69,13.26,1813,29.9,32.0,31.7,29.2,44.63,90.04,66.2,0,Normal
968,75.44,14.17,822,30.4,29.0,32.1,31.3,40.81,84.02,52.2,0,Normal
969,87.99,13.12,1532,31.9,35.0,29.2,32.0,58.8,77.21,83.4,0,Normal
970,76.14,13.2,3457,30.3,29.9,34.1,34.4,58.53,90.52,75.5,0,Normal
971,128.58,11.01,5316,20.5,31.0,34.9,33.0,9.82,117.54,4.6,2,Critical
972,82.33,12.57,2150,36.0,35.7,29.3,33.9,45.56,93.06,23.6,0,Normal
973,85.38,13.06,1009,35.7,34.7,35.7,30.5,35.62,83.75,94.7,0,Normal
974,126.49,10.9,5217,18.3,21.1,36.0,35.0,10.41,131.63,5.5,2,Critical
975,80.31,13.83,1287,31.3,35.0,30.8,35.8,45.72,75.47,40.4,0,Normal
976,78.32,12.55,2204,33.9,33.5,31.7,32.9,38.29,78.09,94.5,0,Normal
977,99.38,11.9,3914,41.7,28.0,32.5,29.3,26.88,101.14,19.1,1,Warning
978,130.34,10.37,5004,17.3,32.4,29.7,29.5,16.52,116.72,5.4,2,Critical
979,105.71,11.88,4534,39.4,29.2,32.8,34.4,22.43,97.97,10.1,1,Warning
980,86.87,13.27,1540,34.0,34.0,35.7,33.0,45.31,84.79,69.1,0,Normal
981,90.91,14.17,940,29.4,34.8,30.1,32.7,67.05,86.35,51.8,0,Normal
982,116.83,11.63,5377,22.8,30.9,34.7,30.4,17.44,112.36,1.6,2,Critical
983,82.23,13.0,1606,33.5,31.4,31.8,29.3,67.13,83.14,46.3,0,Normal
984,80.05,12.62,1669,30.8,31.7,30.4,30.8,56.94,82.76,47.6,0,Normal
985,80.15,12.94,1170,31.6,33.2,34.5,31.6,56.91,84.64,87.7,0,Normal
986,85.42,12.58,969,32.5,34.2,32.2,29.1,41.45,86.78,75.5,0,Normal
987,113.43,10.97,6129,17.8,33.6,30.1,31.7,8.54,125.94,0.9,2,Critical
988,83.92,14.31,1502,34.6,30.2,34.2,32.9,41.13,89.36,77.1,0,Normal
989,76.72,14.03,3024,30.3,30.5,31.3,33.1,56.76,88.74,92.4,0,Normal
990,91.51,13.61,1385,32.4,29.3,34.6,29.7,45.81,86.31,23.4,0,Normal
991,110.98,10.34,5935,21.0,30.6,35.2,33.3,18.99,110.78,2.9,2,Critical
992,88.44,14.14,1497,32.8,32.9,32.3,33.6,42.35,94.58,27.8,0,Normal
993,95.09,12.23,4647,24.3,29.4,35.2,28.9,22.32,105.3,10.4,1,Warning
994,134.78,10.02,5250,18.2,16.0,32.8,33.5,12.07,118.62,7.9,2,Critical
995,86.08,14.23,1916,30.7,30.7,34.2,34.7,38.68,76.33,67.6,0,Normal
996,132.59,11.73,5314,18.1,21.2,30.7,33.0,16.21,117.28,0.2,2,Critical
997,82.17,13.93,2819,29.7,35.0,34.1,31.4,61.73,89.57,68.1,0,Normal
998,86.34,12.71,1034,33.4,35.1,33.6,29.3,68.97,77.79,38.6,0,Normal
999,85.95,13.72,2852,34.7,34.0,29.7,32.3,56.12,79.91,23.4,0,Normal
1000,88.57,13.99,656,30.9,32.3,33.2,35.4,48.15,92.5,33.1,0,Normal
1001,79.68,14.27,2574,35.3,30.1,35.7,33.3,58.38,93.28,50.5,0,Normal
1002,89.91,12.55,1393,30.1,35.8,30.6,30.4,56.73,86.12,38.1,0,Normal
1003,87.29,12.69,3454,31.4,33.5,29.8,34.0,64.42,77.11,30.1,0,Normal
1004,75.13,14.2,734,32.7,33.3,30.4,35.3,41.65,92.69,81.0,0,Normal
1005,82.34,13.59,3062,30.6,29.2,29.3,29.9,54.97,91.16,90.9,0,Normal
1006,133.85,10.29,5183,22.0,31.6,33.4,31.4,11.76,119.62,1.0,2,Critical
1007,93.68,12.12,4400,37.9,34.9,31.0,35.7,23.54,106.04,18.6,1,Warning
1008,128.95,10.12,5836,21.1,15.0,34.2,35.3,21.82,124.18,5.6,2,Critical
1009,90.63,13.81,2509,34.9,33.6,32.5,31.7,52.61,85.45,48.9,0,Normal
1010,87.66,14.44,1544,31.6,32.3,30.3,29.9,51.65,79.54,73.6,0,Normal
1011,103.74,12.29,3509,40.8,28.2,35.7,29.2,28.64,98.98,16.1,1,Warning
1012,98.15,12.45,4444,38.0,32.7,33.5,34.2,33.9,107.39,14.5,1,Warning
1013,77.68,13.11,701,31.0,33.6,30.0,29.8,39.63,76.55,90.0,0,Normal
1014,80.98,13.9,2892,33.1,30.0,34.2,31.5,35.45,80.61,46.4,0,Normal
1015,78.4,12.51,2882,33.7,33.9,34.5,32.2,54.91,77.8,29.2,0,Normal
1016,81.04,13.4,1806,30.3,35.3,30.8,33.9,37.35,75.78,72.3,0,Normal
1017,98.8,12.44,3566,40.9,34.8,33.9,35.6,28.48,103.49,17.7,1,Warning
1018,85.75,12.63,3338,30.5,33.8,29.9,30.5,50.78,86.46,99.9,0,Normal
1019,82.14,12.88,1583,33.9,30.4,29.7,35.2,61.75,79.0,43.4,0,Normal
1020,85.83,12.74,2305,33.8,29.1,32.2,34.8,45.34,84.17,55.4,0,Normal
1021,81.54,13.48,2877,29.0,35.5,33.5,35.7,63.61,93.56,68.1,0,Normal
1022,77.11,12.9,2819,29.7,35.3,34.1,29.5,59.21,87.63,80.6,0,Normal
1023,84.05,13.64,2452,34.8,33.2,34.2,31.0,69.19,75.64,50.9,0,Normal
1024,101.43,11.93,4096,38.7,30.0,29.1,33.6,24.19,99.51,10.1,1,Warning
1025,96.93,12.36,4141,23.9,31.5,31.5,29.2,25.96,105.78,16.8,1,Warning
1026,124.69,10.55,6168,20.8,22.4,31.3,30.9,21.94,134.41,4.2,2,Critical
1027,79.76,14.19,2501,35.8,31.4,32.9,34.5,43.19,94.28,67.4,0,Normal
1028,97.32,12.04,3826,39.4,32.1,28.1,31.9,22.72,105.92,6.7,1,Warning
1029,105.3,11.83,3766,23.6,28.4,35.2,28.2,29.83,99.31,12.1,1,Warning
1030,117.43,11.19,6347,21.0,30.8,31.5,34.1,18.21,129.54,5.9,2,Critical
1031,87.16,13.01,2077,29.8,35.9,29.9,31.9,64.81,79.9,41.4,0,Normal
1032,94.34,12.16,3720,37.7,29.4,30.2,29.1,31.56,101.35,19.2,1,Warning
1033,80.16,12.85,3488,29.4,34.8,33.5,34.1,59.91,92.17,34.7,0,Normal
1034,87.7,13.71,2533,34.2,34.2,35.2,31.4,57.87,80.61,67.6,0,Normal
1035,104.98,12.3,3818,38.9,28.3,31.3,30.8,22.05,106.17,7.2,1,Warning
1036,88.31,14.16,1981,32.6,34.0,30.8,35.0,35.73,78.92,84.0,0,Normal
1037,86.78,13.69,1028,34.7,29.3,30.8,29.4,58.36,82.37,72.2,0,Normal
1038,132.4,10.79,5742,18.2,15.1,35.2,34.7,21.11,121.17,5.2,2,Critical
1039,82.56,12.93,2238,30.0,32.6,29.8,32.4,45.91,84.04,54.7,0,Normal
1040,101.76,12.23,4173,41.2,31.7,35.5,36.0,28.32,104.69,14.7,1,Warning
1041,75.07,13.75,1420,32.5,31.1,36.0,30.6,66.95,93.36,53.7,0,Normal
1042,85.69,13.72,2788,34.9,35.1,29.3,32.9,42.57,92.21,71.9,0,Normal
1043,93.22,11.92,3715,23.5,29.0,33.3,29.4,23.54,97.95,12.6,1,Warning
1044,99.28,12.23,3657,39.8,35.5,31.3,34.3,25.95,102.95,18.9,1,Warning
1045,94.65,12.11,4270,25.3,34.0,35.6,30.8,24.12,99.17,7.2,1,Warning
1046,79.67,14.27,1144,29.6,31.4,34.0,34.7,69.96,80.93,52.6,0,Normal
1047,89.1,14.09,1274,32.7,33.2,35.1,33.2,49.44,82.48,54.1,0,Normal
1048,79.02,12.6,1045,29.4,30.4,33.0,35.4,53.8,87.52,36.1,0,Normal
1049,85.96,12.65,1012,35.3,35.2,35.7,32.0,62.44,91.56,45.3,0,Normal
1050,80.03,13.02,3345,34.1,29.9,35.6,33.1,46.67,82.94,78.0,0,Normal
1051,102.75,12.33,3810,26.1,31.6,31.5,34.2,22.01,102.01,7.8,1,Warning
1052,78.03,12.9,3091,35.4,30.5,32.3,34.1,65.74,82.58,61.4,0,Normal
1053,93.71,11.97,4307,41.0,30.8,30.3,32.5,26.53,99.94,5.3,1,Warning
1054,103.12,12.32,3513,25.4,33.2,29.0,33.0,34.31,100.46,10.1,1,Warning
1055,120.12,10.88,4852,16.5,14.5,33.6,29.5,7.02,126.2,4.2,2,Critical
1056,107.6,10.95,6016,15.0,30.8,33.0,31.7,8.42,109.11,2.6,2,Critical
1057,99.66,12.35,4575,25.4,34.5,34.6,32.5,24.84,107.64,19.2,1,Warning
1058,99.33,11.8,4617,24.5,32.7,29.0,30.1,26.59,107.83,11.5,1,Warning
1059,85.57,13.06,1907,34.8,33.7,32.9,35.2,58.54,87.85,35.2,0,Normal
1060,93.78,12.02,4300,37.2,32.9,30.3,32.3,25.39,104.24,18.4,1,Warning
1061,123.8,10.43,5720,19.4,33.8,29.5,33.9,7.63,126.6,1.0,2,Critical
1062,89.22,14.43,792,30.7,31.1,32.0,32.3,45.2,90.81,37.9,0,Normal
1063,79.16,13.65,2371,32.8,35.1,33.2,32.6,39.31,89.06,30.6,0,Normal
1064,97.94,11.88,4626,26.5,28.9,28.8,28.5,22.77,97.89,17.7,1,Warning
1065,99.21,12.33,4039,27.3,33.5,35.1,34.2,26.45,104.48,8.1,1,Warning
1066,128.96,11.27,5751,22.3,30.8,32.8,30.4,19.77,116.91,3.9,2,Critical
1067,86.23,14.48,2541,32.7,32.6,31.6,33.2,68.56,90.76,53.9,0,Normal
1068,79.7,12.56,2965,30.2,29.4,34.3,31.5,48.63,79.94,88.7,0,Normal
1069,79.11,13.64,2311,34.9,29.0,35.0,33.3,40.7,90.46,88.4,0,Normal
1070,75.94,12.85,754,33.1,33.8,31.8,31.2,52.66,92.5,88.1,0,Normal
1071,94.97,11.89,4071,23.0,32.4,35.5,35.0,29.49,101.02,15.5,1,Warning
1072,83.15,12.62,1348,34.6,34.3,35.1,33.2,49.8,83.53,35.5,0,Normal
1073,111.32,10.61,5719,15.2,19.0,35.6,35.9,18.79,110.41,5.8,2,Critical
1074,82.98,12.8,1124,35.3,29.3,30.6,31.0,52.16,86.73,59.5,0,Normal
1075,87.0,14.24,2509,34.3,30.2,35.1,30.9,39.49,94.52,36.1,0,Normal
1076,81.69,13.98,1975,33.0,31.2,30.0,30.9,65.09,87.05,50.2,0,Normal
1077,79.4,13.37,2600,31.5,29.5,31.8,30.8,46.37,78.26,72.7,0,Normal
1078,85.88,12.85,707,34.5,30.2,29.6,35.6,68.72,87.33,50.3,0,Normal
1079,78.65,13.32,3074,30.6,29.4,31.0,31.1,58.17,86.14,82.7,0,Normal
1080,85.05,13.23,2237,31.2,29.0,35.1,32.0,52.22,76.67,87.0,0,Normal
1081,79.3,13.4,3355,32.1,35.3,35.1,31.4,59.36,88.21,81.7,0,Normal
1082,80.41,13.19,2296,33.2,31.2,31.3,33.9,57.66,77.7,55.3,0,Normal
1083,81.87,13.45,945,29.9,30.9,31.1,32.0,56.38,87.69,52.9,0,Normal
1084,116.28,10.78,5180,15.7,30.6,34.2,34.0,5.57,131.91,6.3,2,Critical
1085,91.2,13.72,1339,33.4,31.2,35.8,31.8,58.99,75.46,52.0,0,Normal
1086,85.0,12.5,3082,33.3,29.9,34.7,34.0,61.54,82.84,88.3,0,Normal
1087,90.94,14.13,2116,35.8,30.0,32.9,30.3,45.73,93.8,89.5,0,Normal
1088,89.41,12.98,1036,29.1,29.3,34.3,35.9,36.57,89.96,25.7,0,Normal
1089,78.44,14.01,3473,35.5,32.5,32.7,31.2,62.09,90.3,87.5,0,Normal
1090,115.41,10.77,5695,15.9,22.0,35.1,32.3,12.35,115.17,4.4,2,Critical
1091,96.1,12.33,4604,38.4,28.4,30.2,28.2,32.25,99.07,15.4,1,Warning
1092,80.03,13.61,803,30.2,33.4,31.1,30.5,43.01,79.3,69.8,0,Normal
1093,99.57,12.42,4420,24.5,31.0,30.6,29.4,32.99,104.46,10.0,1,Warning
1094,104.62,12.45,4145,39.4,31.8,29.8,33.0,31.88,107.63,17.6,1,Warning
1095,99.49,11.89,4373,25.4,32.7,34.4,32.7,28.89,106.17,5.2,1,Warning
1096,88.6,14.33,1777,31.8,34.0,33.4,30.3,38.77,83.75,65.2,0,Normal
1097,75.55,12.63,1769,29.6,30.8,35.9,30.5,41.93,86.47,59.8,0,Normal
1098,83.41,14.32,3030,34.7,30.6,30.1,33.8,51.4,88.67,80.9,0,Normal
1099,98.32,11.82,4542,23.6,35.6,30.4,30.0,34.65,97.03,7.4,1,Warning
1100,88.02,13.99,1315,30.1,31.5,34.4,33.9,58.3,91.59,42.2,0,Normal
1101,134.83,10.02,5703,20.0,33.5,33.2,31.1,15.05,128.49,4.1,2,Critical
1102,81.27,13.41,960,29.1,36.0,35.1,35.4,44.96,79.4,54.1,0,Normal
1103,102.77,11.95,3508,24.3,29.1,29.0,33.9,27.28,97.78,8.5,1,Warning
1104,91.0,14.08,680,34.7,34.4,32.6,32.5,64.24,83.5,32.8,0,Normal
1105,103.77,12.35,4299,40.7,33.9,33.9,34.4,29.23,98.56,6.3,1,Warning
1106,83.12,14.02,3219,34.0,35.7,34.5,35.1,38.99,89.65,55.2,0,Normal
1107,98.16,12.36,3733,26.3,28.8,33.5,30.5,33.27,107.03,17.7,1,Warning
1108,76.65,14.19,2388,32.8,30.2,30.8,30.1,64.82,86.68,78.8,0,Normal
1109,80.65,14.27,993,34.9,30.8,34.0,34.6,51.69,78.85,87.6,0,Normal
1110,91.97,13.48,777,33.2,29.8,30.7,31.3,60.59,78.68,33.3,0,Normal
1111,94.81,11.9,3799,26.8,28.3,35.2,35.0,24.4,99.18,7.8,1,Warning
1112,88.67,13.16,2937,29.6,29.3,36.0,35.1,65.9,94.03,55.1,0,Normal
1113,99.65,12.4,3694,24.7,34.6,35.7,32.9,34.43,100.96,11.2,1,Warning
1114,101.7,12.32,4136,24.7,30.3,34.1,31.3,31.14,104.88,15.1,1,Warning
1115,82.62,14.1,1807,29.2,31.0,30.6,34.6,50.73,80.61,84.9,0,Normal
1116,98.58,11.86,4707,38.6,29.5,35.9,35.5,26.54,99.12,17.1,1,Warning
1117,75.13,13.17,2912,34.9,30.0,34.4,29.8,48.65,94.97,35.4,0,Normal
1118,86.16,12.57,615,29.4,33.2,34.6,30.7,64.73,76.14,84.1,0,Normal
1119,76.7,12.71,934,33.3,29.9,35.0,34.3,63.69,85.52,99.7,0,Normal
1120,79.84,14.08,2433,35.5,35.9,29.3,32.1,54.14,77.93,46.9,0,Normal
1121,89.56,13.24,1045,33.2,29.8,31.6,35.7,69.84,90.44,44.9,0,Normal
1122,75.1,13.65,2767,30.2,35.5,32.7,30.2,57.61,78.84,25.1,0,Normal
1123,76.14,12.9,651,32.2,33.4,31.4,31.9,68.57,90.04,63.3,0,Normal
1124,123.88,11.09,4876,19.3,31.6,32.7,29.2,10.91,126.44,1.8,2,Critical
1125,97.76,11.94,4793,26.6,28.7,29.6,30.0,23.44,98.76,6.8,1,Warning
1126,82.96,14.42,1906,30.3,30.5,29.7,29.0,50.12,90.38,78.7,0,Normal
1127,76.65,14.39,1774,34.7,35.8,29.6,33.6,65.5,87.68,54.3,0,Normal
1128,89.99,12.86,1009,31.6,32.0,35.5,34.9,51.24,94.46,71.4,0,Normal
1129,77.41,13.02,2604,34.0,30.1,34.7,32.6,64.7,76.75,23.4,0,Normal
1130,83.44,13.43,615,34.5,31.3,35.2,31.6,54.78,80.41,32.8,0,Normal
1131,87.56,13.13,3181,33.2,29.9,30.0,33.9,41.05,85.15,99.3,0,Normal
1132,128.22,11.65,5971,16.9,30.6,30.7,34.7,15.37,125.46,0.9,2,Critical
1133,99.6,11.93,4274,24.8,29.3,34.6,30.3,22.37,96.49,11.4,1,Warning
1134,79.55,14.05,1560,30.3,34.1,32.3,29.2,68.6,77.96,48.3,0,Normal
1135,95.42,11.97,3690,40.6,32.3,34.1,35.6,24.32,99.65,10.2,1,Warning
1136,88.5,12.95,2658,34.0,34.9,29.1,30.2,51.49,92.01,97.2,0,Normal
1137,79.52,13.05,1338,29.9,35.6,31.8,30.6,64.63,82.98,22.8,0,Normal
1138,83.59,12.97,906,31.4,34.7,31.7,34.4,63.09,77.22,68.7,0,Normal
1139,82.16,13.33,1548,35.8,30.2,30.1,30.2,58.05,94.84,38.8,0,Normal
1140,105.92,12.07,4163,24.9,34.8,31.8,33.8,34.46,96.03,15.1,1,Warning
1141,84.93,13.22,2149,29.0,34.9,31.5,30.0,50.33,84.72,71.0,0,Normal
1142,101.64,12.17,4353,41.8,35.7,30.2,33.0,24.62,102.57,16.6,1,Warning
1143,79.3,12.56,944,35.4,31.3,33.3,32.3,49.02,85.64,35.0,0,Normal
1144,122.19,10.74,6289,15.5,34.4,32.1,32.8,7.61,114.07,4.3,2,Critical
1145,80.07,14.18,2155,34.8,32.8,30.0,29.6,68.5,83.52,48.0,0,Normal
1146,99.56,12.22,3936,26.6,34.2,30.2,33.2,23.93,101.95,5.0,1,Warning
1147,90.17,14.0,3476,32.7,33.6,31.1,35.6,47.82,89.77,52.3,0,Normal
1148,77.17,12.75,2248,30.6,34.1,35.6,34.4,65.7,85.39,86.6,0,Normal
1149,75.03,12.72,3102,29.0,32.6,32.4,31.3,50.1,90.61,87.3,0,Normal
1150,112.98,10.97,6138,22.0,17.6,29.3,33.7,18.29,120.05,0.1,2,Critical
1151,100.18,11.86,4209,25.2,29.6,28.7,31.1,28.94,100.52,14.4,1,Warning
1152,82.26,12.7,1762,35.9,34.3,35.9,34.2,56.28,90.08,72.7,0,Normal
1153,111.93,11.0,5931,16.5,30.6,35.4,32.0,5.01,123.13,5.0,2,Critical
1154,93.78,12.42,4653,40.2,34.5,35.0,32.9,29.97,100.46,8.7,1,Warning
1155,103.72,11.94,3700,39.9,28.9,31.7,32.5,31.4,100.97,9.8,1,Warning
1156,80.44,13.98,908,30.0,31.9,29.4,35.6,66.57,75.98,87.1,0,Normal
1157,84.77,13.51,630,35.3,32.8,34.8,33.6,62.88,88.86,93.7,0,Normal
1158,87.2,14.33,2667,32.2,35.8,29.3,35.9,64.73,93.58,40.4,0,Normal
1159,75.96,14.21,1280,32.8,32.0,34.6,32.4,52.52,94.78,32.0,0,Normal
1160,97.33,12.38,3581,26.2,29.3,34.5,28.1,31.71,104.79,14.7,1,Warning
1161,85.44,13.39,1756,32.3,33.1,32.5,32.3,63.62,89.91,47.3,0,Normal
1162,97.6,11.85,4788,23.9,29.9,35.3,34.1,27.95,107.47,5.8,1,Warning
1163,81.71,13.98,1346,34.3,32.5,34.3,32.3,47.88,79.38,36.7,0,Normal
1164,101.6,12.01,4797,41.5,32.4,33.7,28.1,31.91,103.82,9.1,1,Warning
1165,88.7,13.59,3076,34.6,29.7,35.8,29.1,55.89,90.85,46.6,0,Normal
1166,91.3,13.3,747,35.5,35.2,32.7,32.9,42.41,91.39,59.9,0,Normal
1167,101.57,12.49,4602,39.6,34.9,35.0,34.4,32.64,106.56,6.7,1,Warning
1168,120.71,11.73,4997,21.0,34.1,30.9,32.8,19.95,121.28,0.1,2,Critical
1169,79.5,14.19,1120,31.9,32.1,30.7,34.0,64.8,92.49,47.1,0,Normal
1170,87.49,12.9,2614,35.0,29.9,33.3,29.7,60.4,76.69,94.9,0,Normal
1171,104.61,11.99,3555,25.8,31.7,34.4,34.3,29.81,107.73,12.0,1,Warning
1172,99.49,12.24,4064,39.0,35.5,35.0,31.4,26.76,104.12,16.3,1,Warning
1173,82.81,13.77,2892,30.7,35.1,31.0,34.4,38.92,80.77,62.7,0,Normal
1174,84.97,13.4,2255,34.6,35.5,31.9,34.0,41.89,85.69,21.7,0,Normal
1175,134.65,11.61,5941,21.1,15.0,32.7,34.5,9.8,111.77,5.6,2,Critical
1176,93.59,12.3,3506,40.6,32.5,31.4,35.9,31.57,105.69,17.4,1,Warning
1177,88.16,13.38,3089,33.9,29.7,35.8,34.3,62.51,77.56,56.0,0,Normal
